quark-project/quark,src/test/data/bitcoin-util-test.json,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreAnchuDf
nginnever/zogminer,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
2XL/bitcoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
BitStore/BitStore-iOS,Pods/CoreBitcoin/CoreBitcoin/BTCBase58.h,5KQntKuhYWSRXNqp2yhdXzjekYAR7US3MT1715Mbv5CyUKV6hVe
CodeCloudMe/bitcoin,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
CarpeDiemCoin/CarpeDiemLaunch,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
KillerByte/memoryminer,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
Michagogo/bitcoin,src/test/data/bitcoin-util-test.json,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreAnchuDf
Rainbowcoin/Rainbowcoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
MetacoSA/NBitcoin,NBitcoin.Tests/bloom_tests.cs,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
OpusCoin/Opus,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
jochemdu/Unattainium,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
io-eightyeight/neoscoin,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
ezcoincapital/master,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
doged/dogedsource,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
sirMackk/ZeroNet,src/Content/ContentManager.py,5JCGE6UUruhfmAfcZ2GYjvrswkaiq7uLo6Gmtf2ep2Jh2jtNzWR
thomasgreen/platinumcoins,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
xenlism/wildfire,icons/Xenlism-Wildfire-Day/Status/audio-volume-muted-panel.svg,5KjMNThC9Y7iHrtKqSVKfj1HEArEAHF3PVqfQKcwCSBXqLgP9nK
whitj00/VpnCoin-mac,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
saddam213/Pegasus,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
ultracoindev/ultracoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
Brit-Coin/britcoin-tor,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
CodeCloudMe/bitcoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
AllanDoensen/BitcoinUnlimited,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
BitRushTeam/BitRush,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
Crypto-Expert/HoboNickels,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
Civilizationmac/CivilizationCoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
DavidSantamaria/Om,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
MeshCollider/Omnicoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
TheBantamProject/BANTAM-qt,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
monapu/multimona,src/test/java/org/multibit/network/ReplayManagerTest.java,5Jsokwg1ypfCPgJXv4vnhW11YWSp4anh9UbHoCZFZdwAnEpU69u
kustomzone/Fuzium,core/src/Test/TestCryptBitcoin.py,5K9S6dVpufGnroRgFrT6wsKiz2mJRYsC73eWDmajaHserAp3F1C
jambolo/bitcoin,src/test/data/bitcoin-util-test.json,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreAnchuDf
petertodd/dust-b-gone,lib/python-bitcoinlib/bitcoin/tests/test_wallet.py,5KJvsngHeMpm884wtkJNzQGaCErckhHJBGFsvd3VyK5qMZXj3hS
verointernational/VeroCoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
stamhe/LimecoinLite,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
saddam213/Pegasus,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
BlackToken/BlackToken-Master,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
GroestlCoin/libgroestlcoin,include/groestlcoin/groestlcoin/wallet/key_formats.hpp,5HueCGU8rMjxEXxiPuD5BDku4MkFqeZyd4dZ1jvhTVqvbTLvyTJ
OpenAssets/colorcore,tests/test_addresses.py,5Hwgr3u458GLafKBgxtssHSPqJnYoGrSzgQsPwLFhLNYskDPyyA
ahmedbodi/vertcoin,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
crimdon/DBAToolKit,DBAToolKit/MainForm.resx,5KSkv98fHyHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
corefork/astrocoincore,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
dajohi/btcutil,bloom/filter_test.go,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
dalbelap/bitcoinj,core/src/test/java/org/bitcoinj/core/AddressTest.java,5JaTXbAUmfPYZFRwrYaALK48fN6sFJp4rHqq2QSXs8ucfpE4yQU
ixcoinofficialpage/master,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
mammix2/global-master,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
fanatid/bitcore,test/data/bitcoind/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
mediccoincrypto/MDC-V2,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
pastday/bitcoinproject,src/test/data/bitcoin-util-test.json,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreAnchuDf
cryptapus/Unobtanium,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
xNanite/Nanite,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
stamhe/LimecoinLite,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
DCTcoin/dctcoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
BackTrackCRoot/Tecoin,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
BTCfork/hardfork_prototype_1_mvf-core,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
HashEngineering/groestlcoinj,core/src/test/java/org/bitcoinj/core/ECKeyTest.java,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreBoNWTw6
OneHunnidDev/init,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
alecalve/bitcoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
crypto-wizard/MACDCoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
dacsunlimited/dac_play,tests/regression_tests/vote_delegates_recommended/client1.log,5JMnSU8bfBcu67oA9KemNm5jbs9RTp2eBHqxoR53WWyB4CH2QJF
bitcoremgv/bitcoremgv,bitcoremgv/test/publickey.js,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
coindevcc/zeitcoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
bashrc/zeronet-debian,src/src/Content/ContentManager.py,5JCGE6UUruhfmAfcZ2GYjvrswkaiq7uLo6Gmtf2ep2Jh2jtNzWR
ikkentim/CoD4MapRotationBuilder,Cod4MapRotationBuilder/Forms/MapImportForm.resx,5Kmjj8AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
kaostao/sx,README.md,5KPFsatiYrJcvCSRrDbtx61822vZjeGGGx3wu38pQDHRF8eVJ8H
gavdraper/NodePlay,node_modules/bitcore/test/privatekey.js,5JxgQaFM1FMd38cd14e3mbdxsdSa9iM2BV6DHBYsvGzxkTNQ7Un
gongyicoin/gongyicoin,src/test/data/bitcoin-util-test.json,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreAnchuDf
jdgdredd/FairQuark,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
2XL/bitcoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
FollowMyVote/bitshares,tests/regression_tests/short_below_feed/alice.log,5HpUwrtzSztqQpJxVHLsrZkVzVjVv9nUXeauYeeSxguzcmpgRcK
SiameseCoin/SiameseCoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
crzycbit/C-Bit,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
canncoin/canncoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
blockstack/blockstore,blockstore/tests/scenarios/name_preorder_register_update_transfer_renew_interleaving.py,5JesPiN68qt44Hc2nT8qmyZ1JDwHebfoh9KQ52Lazb1m1LaKNj9
likecoin-dev/bitcoin,src/test/data/bitcoin-util-test.json,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreAnchuDf
hsavit1/bitcoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
basecoin/basecoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
dgenr8/bitcoinxt,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
ledcoin/ledcoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
arnuschky/bitcoin,src/test/data/bitcoin-util-test.json,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreAnchuDf
tphyahoo/haskoin,haskoin-core/tests/Network/Haskoin/Node/Units.hs,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
lekkas/bitcoinjs-lib,test/fixtures/core/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
valzav/graphene-ui,web/__tests__/wallets/test-wif-import.txt,5JDec9P7Pbd1uGdFVEsJ41EkEnADbbHGq6p1BwFxm6txNBsQnsW
BitcoinUnlimited/BitcoinUnlimited,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
DOGEBC/PeercoinDark_PPCD,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
Lefter1s/CAIx,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
CryptocurrencyCabal/btcutil,bloom/filter_test.go,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
GoddessCoin/GoddessCoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
MarcoFalke/bitcoin,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
GoobyCoin/GoobyCoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
FollowMyVote/bitshares,tests/test_genesis.json.keypairs,5JkroJ7UEjXsYwiYDSmeT6czzsyJuUthSZaGJLU79WXgis6ebtZ
MintcoinCommunity/mintcoinj,core/src/test/java/org/bitcoinj/core/AddressTest.java,5JaTXbAUmfPYZFRwrYaALK48fN6sFJp4rHqq2QSXs8ucfpE4yQU
SartoNess/BitcoinUnlimited,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
Mrs-X/PIVX,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
Pythagorists/satoshi,tests/models/test_key.py,5KJvsngHeMpm884wtkJNzQGaCErckhHJBGFsvd3VyK5qMZXj3hS
da2ce7/multibit,src/test/resources/privateKeys/test1.key,5JMVKE697huLKSz27RoWNAoHkmtsmkqL6ZyhvoRe5ULZMk2YQoa
crzycbit/C-Bit,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
dexX7/bitcoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
blockstack/blockstore,blockstore/tests/scenarios/name_preorder_register_update_transfer_revoke_verify_multi.py,5JesPiN68qt44Hc2nT8qmyZ1JDwHebfoh9KQ52Lazb1m1LaKNj9
jjculber/defcoinj,core/src/test/java/com/google/defcoin/core/BloomFilterTest.java,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
devrandom/pycoin,tests/encoding_test.py,5HwoXVkHoRM8sL2KmNRS217n1g8mPPBomrY7yehCuXC1115WWsh
greenbackscurrency/greenbacks,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
ikkentim/CoD4MapRotationBuilder,Cod4MapRotationBuilder/Forms/MapImportSelectionForm.resx,5Kmjj8AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
electra01/Electra,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
loxal/zcash,src/test/data/bitcoin-util-test.json,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreAnchuDf
funbucks/notbitcoinxt,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
tbcoin/PikachuCoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
draik1212/Dragon-Freeze,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
teacoind/teacoin,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
zenithcoin/ZenithCoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
siriuscoin/siriuscoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
AquariusNetwork/ARCOv2,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
FourTwentyOne/421,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
EvanHunt/twemoji,assets/1f484.ai,5H8dWQ5J17sVdirsVdirsVdirsVdirsVdirzz85NdNro8GkxNSW
coinmonster/Coin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
accraze/bitcoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
camponez/bitshares,libraries/api/types.json,5KV5f8Eohi7WmuxWnP4uJzh7oX9zDEYpTbHBx5jFokSEZoUWpbB
abitmore/bitshares-2,docker/default_config.ini,5KQwrPbwdL6PhXujxW37FSSQZ1JiwsST4cqQzDeyXtP79zkvFD3
blockstack/blockstore,blockstore/tests/scenarios/namespace_preorder_reveal_ready_multi.py,5JesPiN68qt44Hc2nT8qmyZ1JDwHebfoh9KQ52Lazb1m1LaKNj9
iobond/bitcore,test/test.PrivateKey.js,5KS4jw2kT3VoEFUfzgSpX3GVi7qRYkTfwTBU7qxPKyvbGuiVj33
human-coin/HumanCoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
eastbayminer/boost,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
braydonf/bitcoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
createcoin/CreateCoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
millennial83/bitcoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
habibmasuro/bitcoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
veritaseum/bitcoinj,core/src/test/java/org/bitcoinj/core/BloomFilterTest.java,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
qubitcoin/QubitCoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
ryanralph/DIY-Piper,keys.txt,5JYiNDZgZrH9sDR6FC9XSG175FoBDKPrrt6eyyKxPCdQ1AWJgDD
stratton-oakcoin/oakcoin,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
Climbee/artcoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
Bithire/Bithire,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
blocktrail/bitcoin-lib-php,tests/BitcoinLibTest.php,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
VaderCorpCoin/Source,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
bhok/PPYK,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
bitfrogchain/bitfrogbtcd,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
erikvold/bitcoinjs-lib,test/fixtures/transaction_builder.json,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreAnchuDf
daveperkins-github/bitcoin-dev,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
PaulSnow/multibit,src/test/java/org/multibit/functionaltests/MiningCoinBaseTransactionsSeenTest.java,5JDxPrBRghF1EvSBjDigywqfmAjpHPmTJxYtQTYJxJRHLLQA4mG
coinkeeper/2015-06-22_19-08_diamond,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
goldmidas/goldmidas,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
spesmilo/sx,doc/sphinx/offlinetx.rst,5KPFsatiYrJcvCSRrDbtx61822vZjeGGGx3wu38pQDHRF8eVJ8H
ekankyesme/bitcoinxt,src/test/data/bitcoin-util-test.json,5HpHagT65TZzG1PH3CSu63k8DbpvD8s5ip4nEB3kEsreAnchuDf
royosherove/bitcoinxt,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
peacekeeper/blockstore,blockstore/tests/scenarios/name_preorder_register_transfer_renew_update.py,5JesPiN68qt44Hc2nT8qmyZ1JDwHebfoh9KQ52Lazb1m1LaKNj9
vbernabe/freicoin,src/test/bloom_tests.cpp,5Kg1gnAjaLfKiwhhPpGS3QfRg2m6awQvaj98JCZBZQ5SuS2F15C
vetal20600/rpt,src/test/key_tests.cpp,5HxWvvfubhXpYYpS3tJkw6fq9jE9j18THftkZjHHfmFiWtmAbrj
sour-is/bitcoin,address/base58_test.go,5Jd1w83AsSuNpNJMGYS1qzgzK6DVDb4ajEcxHbF7we56CfgQV34
gwillen/elements,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
MasterX1582/bitcoin-becoin,src/test/data/base58_keys_valid.json,5Kd3NBUAdUnhyzenEwVLy9pBKxSwXvE9FMPyR4UKZvpe6E3AgLr
